count,hate_speech,offensive_language,neither,class,tweet,label,clean_tweet
3,0,3,0,1,#oomf can get it but I'm chilling till da bitch hit me up,0,oomf can get it but i m chilling till da bitch hit me up
3,0,3,0,1,#pause but niggas is bitches tho RT @CornerBoyP: Boy niggaz b so bitch made u cud kiss em n da mouth!!,0,pause but niggas is bitches tho boy niggaz b so bitch made u cud kiss em n da mouth
3,0,0,3,2,#philhughes @Yankees #nyy better then UR whole team,0,philhughes nyy better then ur whole team
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Anal gaping tranny play panty nylon part http://t.co/35oTesnwmx",0,porn android iphone ipad sex xxx anal anal gaping tranny play panty nylon part
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | BBC Anal creampie bitch http://t.co/3XNeG5mnRk",0,porn android iphone ipad sex xxx anal bbc anal creampie bitch
3,1,2,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Blonde tranny ass fucked http://t.co/80aRX0QJxz",0,porn android iphone ipad sex xxx anal blonde tranny ass fucked
3,1,2,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Hardcore british queer anal pounding http://t.co/lRuEixMy21",0,porn android iphone ipad sex xxx anal hardcore british queer anal pounding
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #BBW | Brazilian BBW Babe Drilled in pussy and ass http://t.co/Z7ksrFpmz9",0,porn android iphone ipad sex xxx bbw brazilian bbw babe drilled in pussy and ass
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Babe | ebony babe pussy http://t.co/3MxBXeZqxR",0,porn android iphone ipad sex xxx babe ebony babe pussy
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Beach | Caught a girl rubbing her pussy in nude beach http://t.co/h8lGiTFYie",0,porn android iphone ipad sex xxx beach caught a girl rubbing her pussy in nude beach
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #BigTits | Cute preggie slut big tits plays with swollen pussy http://t.co/iTCpEBCem4",0,porn android iphone ipad sex xxx bigtits cute preggie slut big tits plays with swollen pussy
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Close Up | Another pussy close up http://t.co/hBjDGvENXa",0,porn android iphone ipad sex xxx close up another pussy close up
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | Squirting pussy and fingered asshole http://t.co/bKYeoUwWv2",0,porn android iphone ipad sex xxx closeup squirting pussy and fingered asshole
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | amateur pussy player milf close up http://t.co/2uHL7dhHu1",0,porn android iphone ipad sex xxx closeup amateur pussy player milf close up
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | cumshot on beauty pussy closeup http://t.co/UonsdrAuV0",0,porn android iphone ipad sex xxx closeup cumshot on beauty pussy closeup
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | pussy fuck close up http://t.co/0dvaZWLq2q",0,porn android iphone ipad sex xxx closeup pussy fuck close up
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CreamPie | Young Japanese girl’s hairy cunt cre http://t.co/l46q7MoGGr",0,porn android iphone ipad sex xxx creampie young japanese girl s hairy cunt cre
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | Spicy Oriental Paki Brunette sucks an un http://t.co/OrP642PomF",0,porn android iphone ipad sex xxx desi spicy oriental paki brunette sucks an un
3,0,1,2,2,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | paki http://t.co/XxcdQvzI9t",0,porn android iphone ipad sex xxx desi paki
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Ebony | ebony texas bbw with big deep pussy http://t.co/dBbxsoW8M2",0,porn android iphone ipad sex xxx ebony ebony texas bbw with big deep pussy
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Erotic | Erotic and wild tits and pussy fucking http://t.co/8HkC56j7c9",0,porn android iphone ipad sex xxx erotic erotic and wild tits and pussy fucking
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Facial | Blonde tranny whore gets rammed and facialized http://t.co/Kd9nU3tmWz",0,porn android iphone ipad sex xxx facial blonde tranny whore gets rammed and facialized
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | Dude fists his wife’s big pussy http://t.co/snFAf5Uxxb",0,porn android iphone ipad sex xxx fisting dude fists his wife s big pussy
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | More lovely sounds of fisting a loose pussy http://t.co/1PMAGSPkud",0,porn android iphone ipad sex xxx fisting more lovely sounds of fisting a loose pussy
3,0,2,1,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | Whipped Cream Fisting http://t.co/b4JCMCtEwq",0,porn android iphone ipad sex xxx fisting whipped cream fisting
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | 21 year old hairy pussy cumming on fingers http://t.co/KvgoxkN9vG",0,porn android iphone ipad sex xxx hairy year old hairy pussy cumming on fingers
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | Hairy Florence shoves a dildo in her hairy red pussy http://t.co/4DM8Fpcb2d",0,porn android iphone ipad sex xxx hairy hairy florence shoves a dildo in her hairy red pussy
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | Hairy pussy http://t.co/9DOIbSkT17",0,porn android iphone ipad sex xxx hairy hairy pussy
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HandJob | Hand job and cum on rubber pussy http://t.co/zGcnmR2kLA",0,porn android iphone ipad sex xxx handjob hand job and cum on rubber pussy
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HiddenCams | Amateur boy fucking bitch hiddencam http://t.co/Bt8C6qQCTd",0,porn android iphone ipad sex xxx hiddencams amateur boy fucking bitch hiddencam
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HiddenCams | Candid pussy shots from a hidden c http://t.co/IKpJ0etz71",0,porn android iphone ipad sex xxx hiddencams candid pussy shots from a hidden c
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HomeMade | Home made. My wife rubbing her pussy http://t.co/ldb9aFwVdM",0,porn android iphone ipad sex xxx homemade home made my wife rubbing her pussy
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HomeMade | Using my submissive bitch outdoor. Home made amateur http://t.co/Fu6AggzHQd",0,porn android iphone ipad sex xxx homemade using my submissive bitch outdoor home made amateur
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Italian | my baby pussy http://t.co/1O7AJdBjLc",0,porn android iphone ipad sex xxx italian my baby pussy
3,1,2,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Japanese | Pretty young Japanese girl’s hot cunt fucked & c | http://t.co/wt5SSOF9rW",0,porn android iphone ipad sex xxx japanese pretty young japanese girl s hot cunt fucked c
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Japanese | Young Japanese girl’s hairy cunt creampied http://t.co/rg3PObaKKD",0,porn android iphone ipad sex xxx japanese young japanese girl s hairy cunt creampied
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Korean | korean girlfriend pussy http://t.co/Od1MQUudnN",0,porn android iphone ipad sex xxx korean korean girlfriend pussy
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Latina | Latina chick gets her pussy pumped http://t.co/4dhwuI5ARd",0,porn android iphone ipad sex xxx latina latina chick gets her pussy pumped
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Latina | Latina mature Big pussy http://t.co/D4ICvCz1Bk",0,porn android iphone ipad sex xxx latina latina mature big pussy
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Latina | Latina with tight pussy http://t.co/rDaOnqVr1H",0,porn android iphone ipad sex xxx latina latina with tight pussy
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Lesbian | Lesbian girl eating pussy http://t.co/Ht9szL3b24",0,porn android iphone ipad sex xxx lesbian lesbian girl eating pussy
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Lingerie | Bitch in lingerie getting her wet cunt pounded http://t.co/Jp4r2vPyCb",0,porn android iphone ipad sex xxx lingerie bitch in lingerie getting her wet cunt pounded
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Masturbation | A very hot black tranny is mastu http://t.co/OfGGMLXQAj",0,porn android iphone ipad sex xxx masturbation a very hot black tranny is mastu
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #OldYoung | Old bitch pleases hot-looking young stud http://t.co/aIDKdmztLn",0,porn android iphone ipad sex xxx oldyoung old bitch pleases hot looking young stud
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #OldYoung | german milf getting young and old cock in her pussy http://t.co/kXhzjwG4Ii",0,porn android iphone ipad sex xxx oldyoung german milf getting young and old cock in her pussy
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #SmallTits | Small tits ghetto whore fucking with not her stepdad http://t.co/Ay6gRNTOUw",0,porn android iphone ipad sex xxx smalltits small tits ghetto whore fucking with not her stepdad
3,0,1,2,2,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Teen | Cutie lesbian teens toy slits http://t.co/ZS05enjjwm",0,porn android iphone ipad sex xxx teen cutie lesbian teens toy slits
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #XXX | Hairy Alicia Silver & Tinslee Reagan hairy pussy � | http://t.co/ToljqdXEE3",0,porn android iphone ipad sex xxx xxx hairy alicia silver tinslee reagan hairy pussy
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #XXX | homemade pussy eating – http://t.co/2yuIdrLN3k http://t.co/Z8GAiWlLye",0,porn android iphone ipad sex xxx xxx homemade pussy eating
3,0,0,3,2,#portlandia #putabirdonit RT @mightymouse105: The Xbox One would be so much cooler if they put a bird on it,0,portlandia putabirdonit the xbox one would be so much cooler if they put a bird on it
3,0,3,0,1,"#real RT @ImTooMuch: RT @d_lac: RT @WeavusChrist: RT @Tone314: Don't tell me if my gf was a hoe before me, if I'm happy.",0,real don t tell me if my gf was a hoe before me if i m happy
3,0,2,1,1,#realtalk if you a hoe an try to get serious with someone don't expect to be anything more then a piece of meat to them,0,realtalk if you a hoe an try to get serious with someone don t expect to be anything more then a piece of meat to them
3,0,1,2,2,#redneck tow truck. #johndeere #4455 #america https://t.co/iFInqwVRad,0,redneck tow truck johndeere america
3,0,0,3,2,"#rejectedpeanutsspecials Its The Grape Crackhead, Charlie Brown!",0,rejectedpeanutsspecials its the grape crackhead charlie brown
3,0,1,2,2,#southcarolina has a highschool graduation rate near 50% and that's why they have so many uninformed #teabaggers #morningjoe,0,southcarolina has a highschool graduation rate near and that s why they have so many uninformed teabaggers morningjoe
6,0,1,5,2,#stateoftheunion would last 15mins if they let the President talk all that standing up clapping is for the birds,0,stateoftheunion would last mins if they let the president talk all that standing up clapping is for the birds
3,0,3,0,1,#tbt me being a bad bitch http://t.co/Jc4bKbe8Vt,0,tbt me being a bad bitch
4,0,1,3,2,#tbt my precious gook baby 😍😍😍😍😍😍 @outtapocketjuju http://t.co/2QJLJj6tK5,0,tbt my precious gook baby
3,0,3,0,1,#tbt to when i used to be good at rapping...now ima bitch 😞🔫 http://t.co/6RV4jiJpRD,0,tbt to when i used to be good at rapping now ima bitch
3,0,0,3,2,#tbt when i took my likkle monkey jimmys http://t.co/LIK3xpZ6eZ,0,tbt when i took my likkle monkey jimmys
3,1,0,2,2,"#teabagger state like mississippi opposed to minimum wage, child labor laws, unions, is pro-scab, sweatshop work - pretty much #SLAVERY.",0,teabagger state like mississippi opposed to minimum wage child labor laws unions is pro scab sweatshop work pretty much slavery
3,0,3,0,1,#throwback to being bitches & drinking Mikes bc we sucked @AutumnMaye http://t.co/jfCthdEDcz,0,throwback to being bitches drinking mikes bc we sucked
3,0,0,3,2,#tikiti - rough mock for the base of what will eventually be an ashtray @ Tiki Ti http://t.co/8zE8aqY0,0,tikiti rough mock for the base of what will eventually be an ashtray tiki ti
3,0,3,0,1,#truefriendtuesday my bitch @drrrruuuu http://t.co/7dSZ3vCySz,0,truefriendtuesday my bitch
3,0,3,0,1,#tweetlikelexi Nah we not gonna sit down we gonna walk it out bitch.,0,tweetlikelexi nah we not gonna sit down we gonna walk it out bitch
3,1,2,0,1,#ultimatepickupline bitch get naked. Works 10 times out of 10 if she's drunk :),0,ultimatepickupline bitch get naked works times out of if she s drunk
3,0,1,2,2,#uppers loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!,0,uppers loving the show this morning chris is directing the conversation beautifully make the teabaggers talk
3,0,2,1,1,#vegas #bitch http://t.co/wbAqQ5vFpd,0,vegas bitch
3,1,2,0,1,#wallofthewasatch bitch!,0,wallofthewasatch bitch
3,0,3,0,1,#wcw all the bad bitches 👅💦,0,wcw all the bad bitches
3,0,3,0,1,#wcw bitch 😘😂 @AutumnMaye http://t.co/7n5X9FyvIP,0,wcw bitch
3,0,3,0,1,"#wrongfilmquotes ..everytime I come in the kitchen you in the kitchen, in the goddamn refrigerator. Eatin up all the pussy",0,wrongfilmquotes everytime i come in the kitchen you in the kitchen in the goddamn refrigerator eatin up all the pussy
3,0,3,0,1,#xfactorau sick of guys who sing like pussies. Where are the rock type men?,0,xfactorau sick of guys who sing like pussies where are the rock type men
3,0,3,0,1,#youaremoreattractive if u a real bitch!,0,youaremoreattractive if u a real bitch
3,0,3,0,1,$100 bid to go on a date with Zack Morris oh that dreamy son of a bitch,0,bid to go on a date with zack morris oh that dreamy son of a bitch
3,0,3,0,1,"$3 bud Lites and $4 well shots at the bar tn, plus I'm giving away a trip to Las Vegas. So if you're not a cunt come visit me at Bourbon St",0,bud lites and well shots at the bar tn plus i m giving away a trip to las vegas so if you re not a cunt come visit me at bourbon st
3,0,3,0,1,"$60 torch down the drain cause either I was to high and lost it or one of my ""niggas"" finessed that hoe fuckkkkk ittt",0,torch down the drain cause either i was to high and lost it or one of my niggas finessed that hoe fuckkkkk ittt
3,0,0,3,2,"🍅🍅🍅 RT @GottliebShow: ""Killer line?"" @SBNationNBA: Josh Smith dropped a killer trash talk line on Kenneth http://t.co/C8d3sJoUpj”",0,killer line josh smith dropped a killer trash talk line on kenneth
3,0,3,0,1,🍕🐱 RT @TAN1AAA: RT @PeachDulce: A piece of pussy http://t.co/BcWiT2nuz5,0,a piece of pussy
3,0,3,0,1,"🍪 RT @Ms_SadaClay: I love salad RT“@viaNAWF: Anyway fuck you hoes, eat a salad.”",0,i love salad anyway fuck you hoes eat a salad
3,0,0,3,2,🍻🍻🍻🌼💙🎩 plus Sheryl crow http://t.co/49KYwZnotU,0,plus sheryl crow
3,0,3,0,1,🏆 RT @UBoyRock17: Every bitch n my passenger seat I dun fucked at least one time,0,every bitch n my passenger seat i dun fucked at least one time
3,0,0,3,2,🐛=💰💸 “@GOALSminded: its true that the early bird.. gets the worm first!”,0,its true that the early bird gets the worm first
3,0,2,1,1,🐢 dirty whore. I love you. but you a hoe. but I love you. Jesus is watching.,0,dirty whore i love you but you a hoe but i love you jesus is watching
3,0,3,0,1,👀 RT @Freegeezy17: This hoe got a school shirt on sucking dick 😩😩😩😩😩😩,0,this hoe got a school shirt on sucking dick
6,1,5,0,1,👀 RT @Mr_QuenchYaGirl: A lotta fck niggas on this here Twitter. Really be talking like bitches.,0,a lotta fck niggas on this here twitter really be talking like bitches
3,1,2,0,1,👀 RT @PrettyDamAmazin: These bitches started shooting at my party. Fuck New Orleans,0,these bitches started shooting at my party fuck new orleans
3,0,3,0,1,👀 bitches giving back rubs ?,0,bitches giving back rubs
3,1,2,0,1,👈never been a coon grew up with bokoo coons tho but never was 1 I did some coon shit tho,0,never been a coon grew up with bokoo coons tho but never was i did some coon shit tho
3,1,2,0,1,"👉 RT @OeauxMar: Nigga was smashing his hoe, had his hoe paying for a condo and he still with her 😂😂😂😂 Yep Fucboy",0,nigga was smashing his hoe had his hoe paying for a condo and he still with her yep fucboy
6,0,6,0,1,👉 RT @OfficiallyIce: #GuiltyPleasure watching niggers fight on YouTube/Vine/IG,0,guiltypleasure watching niggers fight on youtube vine ig
3,0,3,0,1,👉 RT @Pr3ttyN33: Don't like me ??? Have a 💺with the rest of the bitches waiting for me to give a fuck 😜💁,0,don t like me have a with the rest of the bitches waiting for me to give a fuck
3,1,2,0,1,👉 RT @_WSBG: I'd rather be called nigger than a uncle tom or a mark,0,i d rather be called nigger than a uncle tom or a mark
3,0,3,0,1,👉RT @Str8_no_Chazer: Bet y'all bitches was deaf to MC Lyte's words about being treated like a queen huh,0,bet y all bitches was deaf to mc lyte s words about being treated like a queen huh
3,0,1,2,2,👋 hi-ho http://t.co/FiC4FnRutZ,0,hi ho
3,0,3,0,1,👍RT @kwagiheath: One'a y'all b!tches gon end up dead over a screen shot thinkn that sh!t funny...ain't too many niccas gon laugh at that b!,0,one a y all b tches gon end up dead over a screen shot thinkn that sh t funny ain t too many niccas gon laugh at that b
3,0,2,1,1,"👏 congrats you've turned a hoe into a housewife, don't get shitty when your guys start singing they hit it first. #ButThatsNoneOfMyBusiness",0,congrats you ve turned a hoe into a housewife don t get shitty when your guys start singing they hit it first butthatsnoneofmybusiness
3,0,3,0,1,👟👟👟👟 got ur bitch tip toeing on my marble floors.......,0,got ur bitch tip toeing on my marble floors
3,1,2,0,1,"👲👅💦💕 - 😂😭 omg just thinccin of you makes me laugh, we use to STAY talking shit in 3rd period, you cute, & you my bitch ✊😂😭",0,omg just thinccin of you makes me laugh we use to stay talking shit in rd period you cute you my bitch
3,0,3,0,1,👷👷 you needa stop sucking dick hoe 😂😂,0,you needa stop sucking dick hoe
3,0,3,0,1,"💀 RT @OGBEARD: ""OMG LIL B FOLLOWED ME YASSSS"" 

bitch he follow everybody shut yo ass up",0,omg lil b followed me yassss bitch he follow everybody shut yo ass up
3,0,2,1,1,💀💀 RT @monique504Q: 😭💀 “@ByeKandace: hop off hoe. RT @KekePalmer: Come on @KSTiLLS!!! 👏👏👏👏👏👏👏”,0,hop off hoe come on
3,0,3,0,1,💁😁🙊- lmao my nigga . Let's go half on a weed brownie 😩 we will be laughing hard as hell in senior seminar,0,lmao my nigga let s go half on a weed brownie we will be laughing hard as hell in senior seminar
3,0,3,0,1,💃💃 & if you ain't a ho get up out my trap hooouseee.,0,if you ain t a ho get up out my trap hooouseee
3,0,3,0,1,💋💯 - ugh bitch I love you & that A S S 😩 your just simply FLAWLESS 💕 I remember when you cute a peice of your hair hella short 😂,0,ugh bitch i love you that a s s your just simply flawless i remember when you cute a peice of your hair hella short
3,0,3,0,1,"💕💕💕 pussy ride dick like she a Jamaican / \ / 💧\ 
. */. 🌴 |. ¥~ ! 🌴. | > \ 
🐫 $. / 🌾\ ; 🐫 ) &🐫*",0,pussy ride dick like she a jamaican
3,0,3,0,1,💥💢 on the pussy http://t.co/mWXQnjm4So,0,on the pussy
3,0,3,0,1,💯 RT @DammitHamm_: Loyal pussy .,0,loyal pussy
3,0,3,0,1,💯 my bitch 👏😋,0,my bitch
3,0,3,0,1,🕛 is the most important thing. All this temporary bullshit and lies is fa the birds. Kill that !,0,is the most important thing all this temporary bullshit and lies is fa the birds kill that
3,2,1,0,0,😂 “@BossmobbE: Racist all month .. Fuck u honkey”,1,racist all month fuck u honkey
3,0,3,0,1,"😂 Gucci b having me on my rude shit“@AmazinNaNa: Lol that's not nice ""@SMCo71: "" that bitch aint worth a quarter """"”",0,gucci b having me on my rude shit lol that s not nice that bitch aint worth a quarter
3,1,2,0,1,😂 RT @LaShana_Sinead: Mimi too old to be covering her titties during sex😂😂😂 bitch you childish,0,mimi too old to be covering her titties during sex bitch you childish
3,2,1,0,0,😂 RT @TheOnlyReed: LMFAO RT @Tone314: If you watching porn & beating off & yo homie text u & it show his name in the banner you're a faggot,1,lmfao if you watching porn beating off yo homie text u it show his name in the banner you re a faggot
3,0,3,0,1,😂 bruh these hoes gotta be stupid.,0,bruh these hoes gotta be stupid
3,0,3,0,1,😂😂 “@Juggs201: SOMEBODY GONNA DIE 😭😭😭 RT @SMCo71: @Juggs201 😂 theres a bitch on NJT setting up a lean as we tweet”,0,somebody gonna die theres a bitch on njt setting up a lean as we tweet
3,0,3,0,1,😂😂 “@JusDahl “@JustKorey “@JusDahl: Y'all have boring sex.” Nope.. I lick the side of my bitch face when I'm hittin it from the back””,0,y all have boring sex nope i lick the side of my bitch face when i m hittin it from the back
3,1,2,0,1,😂😂 “@mcdonavins: Of course cooder's nudes are trash. She lives in the DMV what did you expect? 😂😂😂.”,0,of course cooder s nudes are trash she lives in the dmv what did you expect
3,0,3,0,1,😂😂 My stomach in pain like a mufucka RT @OwIPharaoh This the nigga that's rating bitches 3/10? http://t.co/yFlFuBJ2Po,0,my stomach in pain like a mufucka this the nigga that s rating bitches
3,0,3,0,1,😂😂 bitches get stuff done. http://t.co/GvFpk65ah5,0,bitches get stuff done
3,2,1,0,0,😂😂 fucc nicca yu pose to be pullin up,1,fucc nicca yu pose to be pullin up
3,0,0,3,2,😂😂 maaaaannnn i hope so! RT @ABrown252: @VonshayeB did we get rid of John Legend looking Charlie Batch?,0,maaaaannnn i hope so did we get rid of john legend looking charlie batch
3,0,0,3,2,😂😂 mike calls me t-bird @mikemastroccco,0,mike calls me t bird
3,1,2,0,1,"😂😂 niggas sending screenshots of me to they bitches like "" stop texting cuh "" 😭",0,niggas sending screenshots of me to they bitches like stop texting cuh
3,0,3,0,1,😂😂 this white bitch think she miley cyrus 😭😭 http://t.co/lFfy5HvcNa,0,this white bitch think she miley cyrus
3,0,3,0,1,😂😂😂 “@snapbackBLAC: i seen a thot ass bitch in some high top whites”,0,i seen a thot ass bitch in some high top whites
3,1,2,0,1,😂😂😂 Nicca gotta team full of worsum hoes,0,nicca gotta team full of worsum hoes
6,0,6,0,1,"😂😂😂 RT “@TuneLuciano: this hoe just DM'd me sayin ""never give up in your dreams""...fuckin fortune cookie ass hoe, fuck out my DM's”",0,this hoe just dm d me sayin never give up in your dreams fuckin fortune cookie ass hoe fuck out my dm s
3,1,2,0,1,😂😂😂 RT @A2daO: When a dyke get pregnant by mistake >>>>>,0,when a dyke get pregnant by mistake
3,0,3,0,1,"😂😂😂 RT@gxdlyvisuals: ""bitch i know you got games on your phone"" http://t.co/I2HyINFIdW",0,bitch i know you got games on your phone
3,0,3,0,1,😂😂😂 bitch my lrt,0,bitch my lrt
3,0,3,0,1,😂😂😂 burnt pussy lips,0,burnt pussy lips
3,2,1,0,0,"😂😂😂 i just said that RT @BoyThats_ARYAH: My TL gotta chill with this pretty face challenge foolishness, y'all hoes agg",1,i just said that my tl gotta chill with this pretty face challenge foolishness y all hoes agg
3,0,3,0,1,😂😂😂 nah if you round me you do Molly “@CallNeeshCakey: Only bitches with no nigga do Mollies...”,0,nah if you round me you do molly only bitches with no nigga do mollies
3,1,2,0,1,😂😂😂 played that nigga smh “@sexualgifss: bitches are so shady... oh my god 😂😂 http://t.co/1VhC9LqsKg”,0,played that nigga smh bitches are so shady oh my god
3,0,3,0,1,"😂😂😂😂 💀💀 “@LisforLex: No bitch go away ✋""@subnorbot1: @Tats_NSnapbacks @LisforLex @LisforLex tu puta madre @carlosnoodles""”",0,no bitch go away tu puta madre
6,0,6,0,1,😂😂😂😂 @shoota1017 bitch was mad af https://t.co/9C4i4W7Q7D,0,bitch was mad af
3,0,3,0,1,😂😂😂😂 I hate you! RT @YumiYoko: Cyrus ho is a rookie slut. getting the cash after the date? nope nope nope.,0,i hate you cyrus ho is a rookie slut getting the cash after the date nope nope nope
3,0,3,0,1,😂😂😂😂 RT @MREEUH: when you're trying to relax but your pussy is shooting out light beams http://t.co/5eHbmr8TKo,0,when you re trying to relax but your pussy is shooting out light beams
3,0,3,0,1,😂😂😂😂 RT @SMASHaVelli: Murda out here sucking bitches 😂😂😂😂 #howDhow?,0,murda out here sucking bitches howdhow
3,0,3,0,1,😂😂😂😂 bitch if you're the hobbit you need to let me know right now 😂😂😂😂👏👏👏,0,bitch if you re the hobbit you need to let me know right now
3,0,2,1,1,😂😂😂😂 these folks so bad. I'm just here to talk trash.,0,these folks so bad i m just here to talk trash
6,0,6,0,1,😂😂😂😂😂 brittany bitch u my dog man 😂😂😂✌️✌️😩😩😩😩😩😩😹😹🙈🙈🙈🙈,0,brittany bitch u my dog man
3,1,2,0,1,😂😂😂😂😂😂 RT @KarltonHinez: @ItsNotHarold smh bitch sellin her ass,0,smh bitch sellin her ass
3,0,3,0,1,"😂😂😂😂😂😂😂""@betysweetcocker: That pussy is just....😱 imma assume she just had a baby like..the day before""",0,that pussy is just imma assume she just had a baby like the day before
3,1,2,0,1,"😂😂😂😂😂😂😂😂""@AlisaRenee: you a faggot if you eat pork chops.""",0,you a faggot if you eat pork chops
3,0,3,0,1,😂😂😂😂😂😂😂😂😂😂😂😂😂😂 RT @PushupSensei: McNair had brisket sizzlin on the grill when his side hoe laid the Uzi game down,0,mcnair had brisket sizzlin on the grill when his side hoe laid the uzi game down
3,1,2,0,1,😂😂😂😂😭😭😭😭RT @KfromtheG: Mexican bitches shaped like silly puddy!,0,mexican bitches shaped like silly puddy
3,1,2,0,1,😂😂😂😂RT @KfromtheG: You a hoe if ya grandma got a tattoo.,0,you a hoe if ya grandma got a tattoo
3,0,3,0,1,😂😂😂RT @LiViBADD88: cheap hair.. cheap dresses.. cheap shoes.. tacky ass little bitches,0,cheap hair cheap dresses cheap shoes tacky ass little bitches
3,2,1,0,0,😂😂😂RT @kwagiheath: Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down🔥,1,them st charlotte goon niccas gon fkkk around and burn bank of america stadium down
3,0,3,0,1,"😂😂“@BrandonBeSlydin: My fucking god bruh, the birds from southridge are in front of my house.”",0,my fucking god bruh the birds from southridge are in front of my house
3,0,3,0,1,😂😭 I have to explore the pussy out there @Austin__321 http://t.co/GER0IPaBPA,0,i have to explore the pussy out there
3,0,3,0,1,"😂😭 RT @kiaaXO_: RT @sweetbre_xo: Lmfao ""@BeingMsDaisy: WTF kinda pussy my mom think I got, buying this shit. 😒✋ http://t.co/uZvnXQFMFn""",0,lmfao wtf kinda pussy my mom think i got buying this shit
6,0,5,1,1,😂😭💀 RT @iDO_me2: Hood hoes love Harrell football team😐,0,hood hoes love harrell football team
3,0,3,0,1,😂✋“@iSell_Pussy4EBT “@Sco_ForIt bucket RT “@iSell_Pussy4EBT: Trash “@_manlookaKeedY: All you bitches is my SONS 😈 http://t.co/LrMBWFPMaE,0,bucket trash all you bitches is my sons
3,0,3,0,1,😂RT @1BaD_dOc: I hate when people get on my bad side cause I honestly don't like to act like a bitch,0,i hate when people get on my bad side cause i honestly don t like to act like a bitch
3,0,3,0,1,"😆""@QbF150: On a leash 😫RT @80sbaby4life: Just pussy 😩""",0,on a leash just pussy
3,0,1,2,2,😈🆗 we snap chatted for one night lol. But you're cute. Snapchat me back nig,0,we snap chatted for one night lol but you re cute snapchat me back nig
